Word,Category,Definition,Definition,Definition,Definition,Definition,Definition,Definition,Definition,ExampleW,ExampleD,ExampleW,ExampleD,ExampleW,ExampleD,QuoteW,QuoteD,QuoteS,QuoteW,QuoteD,QuoteS
antiquity,noun,"кезэрь, кезэрень шка",,,,,,,,,,,,,,,,,,,
antiseptic,noun,антисептик,,,,,,,,,,,,,,,,,,,
antlers,noun,сюрот (каявить эрьва иестэ),,,,,,,,,,,,,,,,,,,
anus,noun,мукорваря,,,,,,,,,,,,,,,,,,,
anvil,noun,наковальня,,,,,,,,,,,,,,,,,,,
anxiety,noun,талнома,,,,,,,,,,,,,,,,,,,
anxious,adjective,талныця,,,,,,,,,,,,,,,,,,,
any,adjective,"вейкеяк, кияк, мезеяк",,,,,,,,,,,,,,,,,,,
anybody,pronoun,"кияк, кие мелеть",,,,,,,,,,,,,,,,,,,
anyhow,adverb,"кодаяк, кода мелеть",,,,,,,,,,,,,,,,,,,
anyone,pronoun,кияк,,,,,,,,,,,,,,,,,,,
anything,pronoun,"мезеяк, мезе понгсь",,,,,,,,,,,,,,,,,,,
anytime,adverb,"зярдояк, зярдо понгсь",,,,,,,,,,,,,,,,,,,
anyway,adverb,"кодаяк, кода понгсь",,,,,,,,,,,,,,,,,,,
anywhere,adverb,"косояк, косо понгсь",,,,,,,,,,,,,,,,,,,
apart,adjective,явозь,,,,,,,,,,,,,,,,,,,
apart,adverb,"башка, явозь",,,,,,,,,,,,,,,,,,,
apartment,noun,"фатера, квартера",,,,,,,,,,,,,,,,,,,
ape,noun,обезьган,,,,,,,,,,,,,,,,,,,
aperitif,noun,аперитив,,,,,,,,,,,,,,,,,,,
apex,noun,тёкш,,,,,,,,,,,,,,,,,,,
apologetic,adjective,чумонь нолдамодо вешиця,,,,,,,,,,,,,,,,,,,
apologize,verb,вешемс чумонь нолдамодо,,,,,,,,,,,,,,,,,,,
apology,noun,чумонь нолдамодо вешема,,,,,,,,,,,,,,,,,,,
apostle,noun,апостол,,,,,,,,,,,,,,,,,,,
apostrophe,noun,апостроф,,,,,,,,,,,,,,,,,,,
appal,verb,пек талакавтомс,,,,,,,,,,,,,,,,,,,
appalling,adjective,пек талакавтыця,,,,,,,,,,,,,,,,,,,
apparatus,noun,аппарат,,,,,,,,,,,,,,,,,,,
apparent,adjective,"неявикс, апак сёпонь",,,,,,,,,,,,,,,,,,,
apparently,adverb,"неяви, апак сёпо",,,,,,,,,,,,,,,,,,,
appeal,noun,(law) од судонь вешема,,,,,,,,,,,,,,,,,,,
appeal,verb,(law) вешемс од суд,,,,,,,,,,,,,,,,,,,
appealing,adjective,седейстокиця,,,,,,,,,,,,,,,,,,,
appear,verb,неявомс,,,,,,,,,,,,,,,,,,,
appearance,noun,"(ломань юткс) лисема, неявома",,,,,,,,,,,,,,,,,,,
appease,verb,"оймавтомс, энгамтомс",,,,,,,,,,,,,,,,,,,
appendix,noun,"(book) (книгас) путовкс, поладкс",,,,,,,,,,,,,,,,,,,
appetite,noun,ярсамопель,,,,,,,,,,,,,,,,,,,
applaud,verb,цяпамс,,,,,,,,,,,,,,,,,,,
applause,noun,цяпамо,,,,,,,,,,,,,,,,,,,
apple,noun,(умаринань) умарь,,,,,,,,,,,,,,,,,,,
appliance,noun,аппарат,,,,,,,,,,,,,,,,,,,
applicable,adjective,(кодамояк) тевс кандовикс,,,,,,,,,,,,,,,,,,,
applicant,noun,прянь вешиця,,,,,,,,,,,,,,,,,,,
application,noun,прянь вешема (to козоньгак),,,,,,,,,,,,,,,,,,,
apply,verb,вешемс пря (to козоньгак) ,вешемс; анамс (for мезеяк),,,,,,,,,,,,,,,,,,
appoint,verb,аравтомс,,,,,,,,,,,,,,,,,,,
appointment,noun,аравтома,,,,,,,,,,,,,,,,,,,
appraisal,noun,питнейчинь путома,,,,,,,,,,,,,,,,,,,
appraise,verb,путомс питне,,,,,,,,,,,,,,,,,,,
appreciate,verb,"чарькодемс, максомс питне",,,,,,,,,,,,,,,,,,,
appreciation,noun,питнень максома,,,,,,,,,,,,,,,,,,,
apprehend,verb,"кундамс, чарькодемс, пелемс",,,,,,,,,,,,,,,,,,,
apprehension,noun,"пелема, мелявтома, кундамо",,,,,,,,,,,,,,,,,,,
apprehensive,adjective,эзем-тарка амуиця,,,,,,,,,,,,,,,,,,,
apprentice,noun,"практикант, стажор",,,,,,,,,,,,,,,,,,,
apprenticeship,noun,"практикантксчи, стажорксчи",,,,,,,,,,,,,,,,,,,
approach,noun,"малав само, малавгадома",,,,,,,,,,,,,,,,,,,
approach,verb,малавгадомс,,,,,,,,,,,,,,,,,,,
approachable,adjective,доступной,,,,,,,,,,,,,,,,,,,
appropriate,adjective,ладиця,,,,,,,,,,,,,,,,,,,
approval,noun,ёнкс ловома,,,,,,,,,,,,,,,,,,,
approve,verb,ёнкс ловомс,,,,,,,,,,,,,,,,,,,
approximate,adjective,малава,,,,,,,,,,,,,,,,,,,
approximately,adverb,малава,,,,,,,,,,,,,,,,,,,
apricot,noun,абрикос,,,,,,,,,,,,,,,,,,,
apron,noun,икельгапаця,,,,,,,,,,,,,,,,,,,
aptitude,noun,"ёрокчи, талан",,,,,,,,,,,,,,,,,,,
aquarium,noun,аквариум,,,,,,,,,,,,,,,,,,,
aqueduct,noun,ведьмолема??,,,,,,,,,,,,,,,,,,,
arbitrary,adjective,кода понгсь,,,,,,,,,,,,,,,,,,,
arbitrate,verb,ладямс пелькстамо,,,,,,,,,,,,,,,,,,,
arbitration,noun,пелькстамонь ладямо,,,,,,,,,,,,,,,,,,,
arbitrator,noun,"посредник, пелькстамонь ладиця",,,,,,,,,,,,,,,,,,,
arc,noun,чирьке,,,,,,,,,,,,,,,,,,,
arch,noun,свод,,,,,,,,,,,,,,,,,,,
archaelogist,noun,археолог,,,,,,,,,,,,,,,,,,,
archaeology,noun,"археология, кезэрде наука",,,,,,,,,,,,,,,,,,,
archaic,adjective,тюштянь пингень,,,,,,,,,,,,,,,,,,,
archer,noun,налсо ледиця,,,,,,,,,,,,,,,,,,,
archery,noun,налсо ледема,,,,,,,,,,,,,,,,,,,
archipelago,noun,"усият, усияпусмо",,,,,,,,,,,,,,,,,,,
architect,noun,архитект,,,,,,,,,,,,,,,,,,,
architecture,noun,архитектура,,,,,,,,,,,,,,,,,,,
archives,noun,архив,,,,,,,,,,,,,,,,,,,
archway,noun,свод марто ютамо тарка,,,,,,,,,,,,,,,,,,,
area,noun,келеть-кувалмот ,кирькс; пакся,,,,,,,,,,,,,,,,,,
arena,noun,арена,,,,,,,,,,,,,,,,,,,
argue,verb,пелькстамс,,,,,,,,,,,,,,,,,,,
argument,noun,пелькстамо,,,,,,,,,,,,,,,,,,,
argumentative,adjective,пелькстамосо валмуевкс,,,,,,,,,,,,,,,,,,,
arid,adjective,коське,,,,,,,,,,,,,,,,,,,
arise,verb,вельмемс,,,,,,,,,,,,,,,,,,,
arithmetic,noun,арифметика,,,,,,,,,,,,,,,,,,,
arm,noun,кедь (лавтовсто кедькиргас),,,,,,,,,,,,,,,,,,,
arm,verb,максомс леднемапель,,,,,,,,,,,,,,,,,,,
armament,noun,"леднемапелень ёрамо, леднемапельть",,,,,,,,,,,,,,,,,,,
armchair,noun,кресла,,,,,,,,,,,,,,,,,,,
armed,adjective,"ружия марто, леднемапель марто",,,,,,,,,,,,,,,,,,,
armful,adjective,берёма,,,,,,,,,,,,,,,,,,,
armistice,noun,тюремеде лоткамо (зярыя шкас),,,,,,,,,,,,,,,,,,,
armor,noun,панцирь,,,,,,,,,,,,,,,,,,,
armory,noun,леднемапелень ванстома тарка,,,,,,,,,,,,,,,,,,,
armpit,noun,кавалалкс,,,,,,,,,,,,,,,,,,,
arms,noun,леднемапелть,,,,,,,,,,,,,,,,,,,
army,noun,"ушмо, армея",,,,,,,,,,,,,,,,,,,
aroma,noun,чине (вадря),,,,,,,,,,,,,,,,,,,
around,preposition,"перька, маласо",,,,,,,,,,,,,,,,,,,
around,adverb,тия-тува,,,,,,,,,,,,,,,,,,,
arouse,verb,"кирвазтемс, сыргозтемс",,,,,,,,,,,,,,,,,,,
arrange,verb,"аравтомс лувс-ладс, ладсемс",,,,,,,,,,,,,,,,,,,
arrangement,noun,"лувс-ладс аравтома, ладсема",,,,,,,,,,,,,,,,,,,
array,noun,"аравтома, оршамопель, покш група",,,,,,,,,,,,,,,,,,,
arrears,noun,апак пандо пелькс (ярмак),,,,,,,,,,,,,,,,,,,
arrest,noun,пекстамс,,,,,,,,,,,,,,,,,,,
arrest,verb,кундамс (милиция),,,,,,,,,,,,,,,,,,,
arrival,noun,"пачкодема, само",,,,,,,,,,,,,,,,,,,
arrive,verb,"пачкодемс, самс",,,,,,,,,,,,,,,,,,,
arrogance,noun,нерень кепедема,,,,,,,,,,,,,,,,,,,
arrogant,adverb,нерень кепеди,,,,,,,,,,,,,,,,,,,
arrow,noun,нал,,,,,,,,,,,,,,,,,,,
arsenal,noun,леднемапелень ванстома тарка,,,,,,,,,,,,,,,,,,,
arson,noun,якстереатякшонь нолднема,,,,,,,,,,,,,,,,,,,
art,noun,художества,,,,,,,,,,,,,,,,,,,
artery,noun,седейсан,,,,,,,,,,,,,,,,,,,
arthritis,noun,эзнень таргозькс,,,,,,,,,,,,,,,,,,,
article,noun,"(газетасо) статья,  (грамматикань) артикла",,,,,,,,,,,,,,,,,,,
articulate,verb,чарькодевиксстэ ёвтамс,,,,,,,,,,,,,,,,,,,
artificial,adjective,искусственной,,,,,,,,,,,,,,,,,,,
artillery,noun,артилерия,,,,,,,,,,,,,,,,,,,
artist,noun,художник,,,,,,,,,,,,,,,,,,,
artistic,adjective,художественной,,,,,,,,,,,,,,,,,,,
as,preposition,"-кс, кода, прок",,,,,,,,,,,,,,,,,,,
as,adverb,кода,,,,,,,,,,,,,,,,,,,
as ... as ...,conjunction,истямо... кода,,,,,,,,,,,,,,,,,,,
as far as,preposition,видьс,,,,,,,,,,,,,,,,,,,
as soon as,conjunction,кодак,,,,,,,,,,,,,,,,,,,
ascend,verb,куземс,,,,,,,,,,,,,,,,,,,
ash,noun,(from burning) кулов ,(rowan) пизёлкс,,,,,,,,,,,,,,,,,,
ashamed,adjective,"виздиця, визькс чамас совазь",,,,,,,,,,,,,,,,,,,
ashore,adverb,мода лангсо,,,,,,,,,,,,,,,,,,,
ashtray,noun,"пепельница, куловдирькс",,,,,,,,,,,,,,,,,,,
ask,verb,кевкстемс,,,,,,,,,,,,,,,,,,,
asparagus,noun,ведунтикше,,,,,,,,,,,,,,,,,,,
asphalt,noun,асфальт,,,,,,,,,,,,,,,,,,,
asphyxiate,verb,лепиявтомс,,,,,,,,,,,,,,,,,,,
asphyxiation,noun,лепиямо,,,,,,,,,,,,,,,,,,,
aspirin,noun,аспирин,,,,,,,,,,,,,,,,,,,
assassin,noun,политикень маштыця,,,,,,,,,,,,,,,,,,,
assassinate,verb,"куловтомс, маштомс (политик)",,,,,,,,,,,,,,,,,,,
assassination,noun,политикень маштома,,,,,,,,,,,,,,,,,,,
assault,noun,кинь лангс каявома,,,,,,,,,,,,,,,,,,,
assault,verb,каявомс (someone ки лангскак),,,,,,,,,,,,,,,,,,,
assemble,verb,"пуромомс, пуромтомс",,,,,,,,,,,,,,,,,,,
assembly,noun,промкс,,,,,,,,,,,,,,,,,,,
assert,verb,аштемс (а чумочинзэ) кисэ,,,,,,,,,,,,,,,,,,,
assertion,noun,эсь праванзо кисэ аштема,,,,,,,,,,,,,,,,,,,
assertive,adjective,эсь праванзо кисэ аштиця,,,,,,,,,,,,,,,,,,,
assess,verb,ваннозь питне путомс,,,,,,,,,,,,,,,,,,,
assessment,noun,"питнень путома, питнень максома",,,,,,,,,,,,,,,,,,,
assets,noun,(property) улипаро,,,,,,,,,,,,,,,,,,,
assign,verb,"аравтомс (киньгак), максомс",,,,,,,,,,,,,,,,,,,
assignment,noun,"аравтома, максома",,,,,,,,,,,,,,,,,,,
assist,verb,лездамс,,,,,,,,,,,,,,,,,,,
assistance,noun,"лездамо, лезкс",,,,,,,,,,,,,,,,,,,
assistant,noun,лездыця,,,,,,,,,,,,,,,,,,,
associate,noun,важоди ялга,,,,,,,,,,,,,,,,,,,
association,noun,"вейсэндявкс, арсемань сюлмавома",,,,,,,,,,,,,,,,,,,
assorted,adjective,эрьва кодат,,,,,,,,,,,,,,,,,,,
assortment,noun,"мезде кочкамс, кочкавкс",,,,,,,,,,,,,,,,,,,
assume,verb,"арсемс, теемс гипотеза",,,,,,,,,,,,,,,,,,,
assumption,noun,"гипотеза, арсевкс",,,,,,,,,,,,,,,,,,,
assurance,noun,кемевтема,,,,,,,,,,,,,,,,,,,
assure,verb,кемевтемс,,,,,,,,,,,,,,,,,,,
asterisk,noun,тештине,,,,,,,,,,,,,,,,,,,
asthma,noun,астма,,,,,,,,,,,,,,,,,,,
astonishing,adjective,дивавтыця,,,,,,,,,,,,,,,,,,,
astonishment,noun,"дивавтома, дивазевема",,,,,,,,,,,,,,,,,,,
astound,verb,дивавтомс,,,,,,,,,,,,,,,,,,,
astray,adverb,ёнксонь ёмавтозь,,,,,,,,,,,,,,,,,,,
astrology,noun,астрология,,,,,,,,,,,,,,,,,,,
astronaut,noun,астронавт,,,,,,,,,,,,,,,,,,,
astronomy,noun,астрономия,,,,,,,,,,,,,,,,,,,
asylum,noun,прянь кекшема тарка,,,,,,,,,,,,,,,,,,,
at,preposition,-со\-сэ ,лангс,,,,,,,,,,,,,,,,,,
atheism,noun,атеизма,,,,,,,,,,,,,,,,,,,
atheist,noun,"атеист, пазнэнь акемиця",,,,,,,,,,,,,,,,,,,
athlete,noun,атлет,,,,,,,,,,,,,,,,,,,
atlas,noun,атлас,,,,,,,,,,,,,,,,,,,
atmosphere,noun,"атмосфера, кошт",,,,,,,,,,,,,,,,,,,
atom,noun,атом,,,,,,,,,,,,,,,,,,,
atomic,adjective,атомонь,,,,,,,,,,,,,,,,,,,
attach,verb,сюлмамс,,,,,,,,,,,,,,,,,,,
attack,noun,"(medical) куродома, приступ ",(military) каявома,,,,,,,,,,,,,,,,,,
attack,verb,каявомс (someone кинь лангскак),,,,,,,,,,,,,,,,,,,
attempt,noun,варчавкс,,,,,,,,,,,,,,,,,,,
attempt,verb,"варчамс, снартнемс, бажамс",,,,,,,,,,,,,,,,,,,
attend,verb,якамс (школав) ,якамс кинь-бути мельга,,,,,,,,,,,,,,,,,,
attendance,noun,якамо,,,,,,,,,,,,,,,,,,,
attendant,noun,"мельга якиця, мельга ваныця",,,,,,,,,,,,,,,,,,,
attention,noun,мелень явома,,,,,,,,,,,,,,,,,,,
attentive,adjective,мелень явиця,,,,,,,,,,,,,,,,,,,
attest,verb,пшкадемс мезень кисэяк,,,,,,,,,,,,,,,,,,,
attic,noun,кудопотмар,,,,,,,,,,,,,,,,,,,
attitude,noun,вановкс,,,,,,,,,,,,,,,,,,,
attorney,noun,"адвокат, аблокат",,,,,,,,,,,,,,,,,,,
attract,verb,"тердемс, манямс (эстензэ), улемс медьсэ ваднезь",,,,,,,,,,,,,,,,,,,
attraction,noun,(physical) атракция,,,,,,,,,,,,,,,,,,,
attractive,adjective,медьсэ ваднезь,,,,,,,,,,,,,,,,,,,
auction,noun,аукцион,,,,,,,,,,,,,,,,,,,
audibly,adverb,марямга,,,,,,,,,,,,,,,,,,,
audience,noun,ваныцят,,,,,,,,,,,,,,,,,,,
audit,verb,"инспектировамс (счёт), кунсоломс лекция серия",,,,,,,,,,,,,,,,,,,
audition,noun,сцена лангслисемань варчавкс,,,,,,,,,,,,,,,,,,,
auditorium,noun,(лекциянь) зал,,,,,,,,,,,,,,,,,,,
augment,verb,касомс ,кастомс,,,,,,,,,,,,,,,,,,
aunt,noun,(сыре) патя,,,,,,,,,,,,,,,,,,,
authentic,adjective,"автентической, алкуксонь, виде",,,,,,,,,,,,,,,,,,,
authenticate,verb,невтемс алкуксонь - арась,,,,,,,,,,,,,,,,,,,
author,noun,"автор, сёрмадыця",,,,,,,,,,,,,,,,,,,
authorities,noun,властень ломанть,,,,,,,,,,,,,,,,,,,
authority,noun,авторитет,,,,,,,,,,,,,,,,,,,
authorization,noun,полномочия,,,,,,,,,,,,,,,,,,,
authorize,verb,максомс полномочия,,,,,,,,,,,,,,,,,,,
autograph,noun,"автограф, кедьпутома",,,,,,,,,,,,,,,,,,,
automate,verb,автоматизировамс,,,,,,,,,,,,,,,,,,,
automatic,adjective,"сонсь моли, автоматикань",,,,,,,,,,,,,,,,,,,
automation,noun,автомация,,,,,,,,,,,,,,,,,,,
automobile,noun,машина,,,,,,,,,,,,,,,,,,,
autonomous,adjective,автономиянь,,,,,,,,,,,,,,,,,,,
autonomy,noun,автономия,,,,,,,,,,,,,,,,,,,
autopsy,noun,кулыцянь потмонь ваннома,,,,,,,,,,,,,,,,,,,
autumn,noun,сёксь,,,,,,,,,,,,,,,,,,,
availability,noun,кедьмаласоксчи,,,,,,,,,,,,,,,,,,,
available,adjective,"кедьмаласо, муевиця",,,,,,,,,,,,,,,,,,,
avalanche,noun,"лавина, модань прамо",,,,,,,,,,,,,,,,,,,
avenge,verb,пандомс кеж,,,,,,,,,,,,,,,,,,,
avenue,noun,"аллея, бульвар",,,,,,,,,,,,,,,,,,,
average,adjective,куншкавидьгань,,,,,,,,,,,,,,,,,,,
average,noun,куншкавидь(га),,,,,,,,,,,,,,,,,,,
aversion,noun,нулгодема,,,,,,,,,,,,,,,,,,,
avert,verb,кардамс,,,,,,,,,,,,,,,,,,,
aviation,noun,авиация,,,,,,,,,,,,,,,,,,,
avid,adjective,(enjoyable) седейшкавань,,,,,,,,,,,,,,,,,,,
avoid,verb,"ютамс вакска, а вастомс",,,,,,,,,,,,,,,,,,,
avoidable,adjective,вакска ютавикс,,,,,,,,,,,,,,,,,,,
avoidance,noun,вакска ютамо,,,,,,,,,,,,,,,,,,,
await,verb,учомс,,,,,,,,,,,,,,,,,,,
awake,adjective,сыргозезь,,,,,,,,,,,,,,,,,,,
awake,verb,сыргоземс,,,,,,,,,,,,,,,,,,,
award,noun,"ловмо, казне",,,,,,,,,,,,,,,,,,,
award,verb,казнемс ловмосо,,,,,,,,,,,,,,,,,,,
aware,adjective,(мезде-бути) содыця,,,,,,,,,,,,,,,,,,,
awareness,noun,(мезде-бути) содамо,,,,,,,,,,,,,,,,,,,
away,adverb,аволь таркасонзо,,,,,,,,,,,,,,,,,,,
awful,adjective,беряндеяк берянь,,,,,,,,,,,,,,,,,,,
awkward,adjective,"(clumsy) чувтола, ??цёлак",,,,,,,,,,,,,,,,,,,
awning,noun,"навес, шаршав",,,,,,,,,,,,,,,,,,,
axe,noun,узере,,,,,,,,,,,,,,,,,,,
axis,noun,"(масторонь) петькель, ось ",(улавонь) петькель,,,,,,,,,,,,,,,,,,
ABC's,noun,алфавит,,,,,,,,,,,,,,,,,,,
Africa,noun,Африка,,,,,,,,,,,,,,,,,,,
African,adjective,Африкань,,,,,,,,,,,,,,,,,,,
African,noun,Африкань ломань,,,,,,,,,,,,,,,,,,,
America,noun,Америка,,,,,,,,,,,,,,,,,,,
American,adjective,Американь,,,,,,,,,,,,,,,,,,,
American,noun,Американь ломань,,,,,,,,,,,,,,,,,,,
Antarctica,noun,Антарктида,,,,,,,,,,,,,,,,,,,
April,noun,"чадыков, нилеце ков",,,,,,,,,,,,,,,,,,,
Arctic Ocean,noun,пеле ве ёнксонь иневедь,,,,,,,,,,,,,,,,,,,
Asia,noun,Азия,,,,,,,,,,,,,,,,,,,
Asian,adjective,Азиянь,,,,,,,,,,,,,,,,,,,
Asian,noun,Азиянь ломань,,,,,,,,,,,,,,,,,,,
Atlantic Ocean,noun,Атлантика иневедь,,,,,,,,,,,,,,,,,,,
August,noun,"умарьков, кавксоце ков",,,,,,,,,,,,,,,,,,,
Australia,noun,Австралия,,,,,,,,,,,,,,,,,,,
Australian,adjective,Австралиянь,,,,,,,,,,,,,,,,,,,
Australian,noun,Австралиянь ломань,,,,,,,,,,,,,,,,,,,
baboon,noun,бабуин,,,,,,,,,,,,,,,,,,,
baby,noun,эйде (пек вишине),,,,,,,,,,,,,,,,,,,
bachelor,noun,апак урьваксто цёра,,,,,,,,,,,,,,,,,,,
back,adjective,удалце,,,,,,,,,,,,,,,,,,,
back,noun,"(body) кутьмере, копорь ",(location) (залонь) удалкс,,,,,,,,,,,,,,,,,,
back,verb,"(support) максомс неже, аштемс кинь ёнояк",,,,,,,,,,,,,,,,,,,
back,adverb,мекев,,,,,,,,,,,,,,,,,,,
backbone,noun,карязт,,,,,,,,,,,,,,,,,,,
background,noun,"мезе удалонзо, косто моли",,,,,,,,,,,,,,,,,,,
backpack,noun,рюкзак,,,,,,,,,,,,,,,,,,,
backwards,adverb,мекевлангт,,,,,,,,,,,,,,,,,,,
bacon,noun,бекон,,,,,,,,,,,,,,,,,,,
bacteria,noun,бактерия,,,,,,,,,,,,,,,,,,,
bad,adjective,"берянь, кальдяв",,,,,,,,,,,,,,,,,,,
badge,noun,значок,,,,,,,,,,,,,,,,,,,
badly,adverb,пек,,,,,,,,,,,,,,,,,,,
badminton,noun,бадминтон,,,,,,,,,,,,,,,,,,,
baffle,verb,таймазкавтнемс,,,,,,,,,,,,,,,,,,,
bag,noun,"кескав, юдма",,,,,,,,,,,,,,,,,,,
baggage,noun,килангонь кескавт-мезть,,,,,,,,,,,,,,,,,,,
baggy,adjective,пек покшт (оршамопельде),,,,,,,,,,,,,,,,,,,
